job_title,company_name,company_linkedin_link,company_location,company_image,work_method,post_date,applicants,work_time
DevOps engineering specialist,Distributed,https://www.linkedin.com/company/dstbtd/life/,EMEA,https://media-exp1.licdn.com/dms/image/C4D0BAQFLeGHE2WtsyA/company-logo_100_100/0/1566400767563?e=1675900800&v=beta&t=rdqcXxVZ_FUJYf6awhetuoQnYbEnPouUlr3wE4ND1zY,Remote,2 weeks ago,ERR,Contract · Mid-Senior level
Lead Node Developer – Decentralized Finance,Understanding Recruitment,https://www.linkedin.com/company/understanding-recruitment/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQEi98b-tf2v4w/company-logo_100_100/0/1663686753983?e=1675900800&v=beta&t=ItHTCSDe63_glYtHTB_hQNKP-t1DpC3sMZyjWJdQDPA,Remote,1 week ago,20 applicants,"£80,000/yr - £120,000/yr · Full-time · Mid-Senior level"
Senior Backend Engineer | CRM,Lyst,https://www.linkedin.com/company/lyst/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQEHDSg2ZoqQVA/company-logo_100_100/0/1639498499612?e=1675900800&v=beta&t=nBkpVxKGLDu49NMuJvWxQ2w0XZmusq9BFbHtR4CNbyw,Hybrid,18 hours ago,3 applicants,Full-time · Mid-Senior level
Senior Vehicle Render Artist,Hutch,https://www.linkedin.com/company/hutch-games-ltd/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQGehwxKh2KYMQ/company-logo_100_100/0/1559237429548?e=1675900800&v=beta&t=I1ztgzxoxbtfm3vldBXnlLuLc_mcA7D0TEJ7pMMaqYM,Hybrid,6 days ago,9 applicants,Full-time · Mid-Senior level
Data Storyteller (Remote - within Europe),SlashData,https://www.linkedin.com/company/slashdata/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4D0BAQHn44COLqnwqw/company-logo_100_100/0/1537171879320?e=1675900800&v=beta&t=I2YLbMfvL_avcmafnfbYy8GmklBuBGT8fKPfrkREGQc,Remote,3 days ago,10 applicants,Full-time · Mid-Senior level
Technical Lead,Mission Driven Talent,https://www.linkedin.com/company/mission-driven-talent/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQFfSoaNnLMb9A/company-logo_100_100/0/1644752078022?e=1675900800&v=beta&t=3NpvGyhGo_UXXm7OFfRdW45l9HgvdCg3C6jay6CfgSc,Remote,1 week ago,21 applicants,"£90,000/yr - £100,000/yr · Full-time"
Developer Advocate,PubNub,https://www.linkedin.com/company/pubnub/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQHRBgOK0KvULQ/company-logo_100_100/0/1633723459767?e=1675900800&v=beta&t=pM4IyqNOOlsZNi-jddNIjEX7jsJLXRUy_knEb6DqIUM,Remote,4 days ago,63 applicants,Full-time · Mid-Senior level
Senior UI Artist,Hutch,https://www.linkedin.com/company/hutch-games-ltd/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQGehwxKh2KYMQ/company-logo_100_100/0/1559237429548?e=1675900800&v=beta&t=I1ztgzxoxbtfm3vldBXnlLuLc_mcA7D0TEJ7pMMaqYM,Hybrid,6 days ago,8 applicants,Full-time · Mid-Senior level
Key Account Manager,myFitApp,https://www.linkedin.com/company/myfitapp/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4E0BAQHuPa4rqcJpFQ/company-logo_100_100/0/1663657439508?e=1675900800&v=beta&t=Mqfdvbn-N6rSbelYzFJKM_mdFv5PIYB1BM8caUrQ-74,Remote,3 days ago,83 applicants,Full-time
Licensing Manager,Hutch,https://www.linkedin.com/company/hutch-games-ltd/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQGehwxKh2KYMQ/company-logo_100_100/0/1559237429548?e=1675900800&v=beta&t=I1ztgzxoxbtfm3vldBXnlLuLc_mcA7D0TEJ7pMMaqYM,Hybrid,5 days ago,6 applicants,Full-time · Mid-Senior level
Producer,OPMjobs,https://www.linkedin.com/company/opm-response/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQFDvvGivszVQQ/company-logo_100_100/0/1641294950768?e=1675900800&v=beta&t=PxdamsUGa8oFMepQQZd1AqFPYcoZfxsdBxiOdfUWrXc,On-site,6 days ago,12 applicants,Full-time · Mid-Senior level
Junior Application Support Analyst,CMC Markets,https://www.linkedin.com/company/cmc-markets/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQEAQIIW5cmVhQ/company-logo_100_100/0/1654782492132?e=1675900800&v=beta&t=ngcXv5p6X59AtA4LX-gHo0EoxtR_Co6Hnec24GO56mg,Hybrid,3 days ago,62 applicants,Full-time · Associate
Game Producer Tech Media Giant,Principle,https://www.linkedin.com/company/principle-hr/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQFwZpZsKZaIhw/company-logo_100_100/0/1583331378051?e=1675900800&v=beta&t=0KZLtxya7Z0tzcoHnJynhFDI49pWISxH6pu9v31GQLg,Remote,2 weeks ago,43 applicants,"£85,000/yr - £90,000/yr · Contract · Mid-Senior level"
Project Manager - UK,CitrusAd,https://www.linkedin.com/company/citrusad/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQGJkeYY1oxXNg/company-logo_100_100/0/1613528666437?e=1675900800&v=beta&t=5OakdT01oaPbUnILKfydzx5JI8hMbFko43kFTbzB8nc,ERR,3 weeks ago,3 applicants,Full-time · Mid-Senior level
Lead Technical Architect,Inspire People,https://www.linkedin.com/company/inspire-people/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQFMYoFDGWrj1A/company-logo_100_100/0/1519872317953?e=1675900800&v=beta&t=Vq1I6NYmSk5EBFgWPjzuWoiDJLlaOWvlKjv7oi2XYfs,Hybrid,5 days ago,13 applicants,Full-time · Mid-Senior level
Senior Application Support Specialist,CMC Markets,https://www.linkedin.com/company/cmc-markets/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQEAQIIW5cmVhQ/company-logo_100_100/0/1654782492132?e=1675900800&v=beta&t=ngcXv5p6X59AtA4LX-gHo0EoxtR_Co6Hnec24GO56mg,Hybrid,3 days ago,37 applicants,Full-time · Mid-Senior level
Sales Lead,Plain Concepts,https://www.linkedin.com/company/plainconcepts/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQGLJ2dHvjfgOA/company-logo_100_100/0/1656923371495?e=1675900800&v=beta&t=JvQQHKI9xmmvX5q0CTXayZJRicPYcINn13gsM8Cpmjg,Remote,5 days ago,195 applicants,Full-time · Mid-Senior level
Digital Security Manager,IAG Tech,https://www.linkedin.com/company/iag-tech/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQGkfHiUTMdhpw/company-logo_100_100/0/1625479334869?e=1675900800&v=beta&t=STzp3dvevXt3TNey5vWkw0NFXXlzkOlsnonu5IcxA7o,Hybrid,3 weeks ago,17 applicants,Full-time
"Experienced Test Automation Engineer - Mobile (Android, iOS) & Desktop",Garrison,https://www.linkedin.com/company/garrisontechnology/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQEcXvlt9ZNhrQ/company-logo_100_100/0/1656664340330?e=1675900800&v=beta&t=ZBBSHxvtbKYfW_X-sWQZqtMKeyXtoUS7rO16IV_prSg,Hybrid,3 weeks ago,35 applicants,Full-time · Mid-Senior level
"Mobile Site Reliability Engineer, Oracle Security Tools",Oracle,https://www.linkedin.com/company/oracle/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/D4E0BAQHYCgYovUuPtQ/company-logo_100_100/0/1665755678671?e=1675900800&v=beta&t=BNXv_B_2UWBXMtHnJ5phpF1kKYQYP4nOktmLY97DWCY,Remote,23 hours ago,55 applicants,Full-time · Mid-Senior level
