job_title,company_name,company_linkedin_link,company_location,company_image,work_method,post_date,applicants,work_time
Senior Back End Engineer,Cera,https://www.linkedin.com/company/ceracare/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQGJQHYZtifSZA/company-logo_100_100/0/1625152586367?e=1675900800&v=beta&t=2NcLP9bhjI_XmyH5r69U9kWGd1EpjxZfe5lRsDDpGoo,Hybrid,6 days ago,20 applicants,Full-time · Mid-Senior level
Senior Full Stack Engineer (Backend Focus),Fabric,https://www.linkedin.com/company/browsetogether/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQEdJSVwiBiLbA/company-logo_100_100/0/1648057519487?e=1675900800&v=beta&t=TkVsz9LjPniXh8_H3h3HGvwMTM1g-zin1SSsQRwK1DE,Remote,3 months ago,144 applicants,Full-time
Senior BackEnd Engineer,Understanding Recruitment,https://www.linkedin.com/company/understanding-recruitment/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQEi98b-tf2v4w/company-logo_100_100/0/1663686753983?e=1675900800&v=beta&t=ItHTCSDe63_glYtHTB_hQNKP-t1DpC3sMZyjWJdQDPA,Hybrid,1 week ago,33 applicants,"£100,000/yr - £130,000/yr · Full-time · Mid-Senior level"
Backend Engineer - Python,FIXR,https://www.linkedin.com/company/fixr-app/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQFfpWuHveQaJw/company-logo_100_100/0/1519897546980?e=1675900800&v=beta&t=1Dsgp64-nmKk2k5T3PSai8rRF1qOkZquvWyU_8PKtNw,Remote,3 months ago,80 applicants,Full-time · Mid-Senior level
Back-End Developer,Acin,https://www.linkedin.com/company/acin-ltd/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQFmVqxcUmg80w/company-logo_100_100/0/1656678942940?e=1675900800&v=beta&t=lNuClSa_dhQ7LtoiFHOFLWBG2W7AYqUeFUR-94jyul0,Remote,1 month ago,30 applicants,Full-time · Entry level
Principal Software Engineer - Backend / Stream Processing,Xiatech,https://www.linkedin.com/company/xiatech/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQHpUlny7dxlHQ/company-logo_100_100/0/1653390129463?e=1675900800&v=beta&t=dEEnUHSdkajez0FSmwjveUNc8qA5GCA3NGy-g4_FNRw,Remote,1 month ago,5 applicants,Contract · Mid-Senior level
Senior Engineer (Back End),Mana Search,https://www.linkedin.com/company/mana-talent/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQFwTZPUTz5yNQ/company-logo_100_100/0/1644445334719?e=1675900800&v=beta&t=4OdfKDNXvLzAPupZSdOrr7l9CQVvhHbTNyKRADfrKBE,Hybrid,3 weeks ago,57 applicants,Full-time · Mid-Senior level
Backend Engineer,Orbis,https://www.linkedin.com/company/weareorbis/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4D0BAQHeIbN0kwkSSA/company-logo_100_100/0/1633951416706?e=1675900800&v=beta&t=-l2iFxm30sF1niGymy32Cgadl19S82h4UPBvLto0M5M,Remote,3 weeks ago,65 applicants,"£70,000/yr - £110,000/yr · Full-time · Mid-Senior level"
Senior Back End Engineer (Remote),Sensor Tower,https://www.linkedin.com/company/sensor-tower/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQGigkHdAlHBJA/company-logo_100_100/0/1661279250713?e=1675900800&v=beta&t=1kDuNKAKb-8HZ-x2e4NghcqlQxd3Ol4hbgJIAcINQfA,Remote,1 week ago,68 applicants,Full-time · Mid-Senior level
Backend Software Engineer,Yapily,https://www.linkedin.com/company/yapily/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQG0GHeVUnv_eA/company-logo_100_100/0/1666210064664?e=1675900800&v=beta&t=l7R5M50adzQxjaWUYCps7Mxt9XdC5avjU4tKNiRSViQ,ERR,1 week ago,69 applicants,Full-time · Mid-Senior level
.NET Developer,Noir,https://www.linkedin.com/company/noir-consulting/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQGw10n9c0VqfQ/company-logo_100_100/0/1667582903633?e=1675900800&v=beta&t=s7B39RiizkjlX_x0LX8xX5yjGCJa31WDhm3V0QaTt4k,Remote,3 days ago,46 applicants,"£40,000/yr - £60,000/yr · Full-time · Mid-Senior level"
Backend Engineer (Python) - UK,Mode Talent,https://www.linkedin.com/company/mode-talent/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQHXZchft7ZCJA/company-logo_100_100/0/1658163431732?e=1675900800&v=beta&t=qOuvRWKxbjDvCkNtLLIe2_QB7NMx-IOSSJ_0ID-dafs,Remote,3 weeks ago,ERR,"£70,000/yr - £100,000/yr · Full-time · Mid-Senior level"
Backend Developer,RPA Supervisor,https://www.linkedin.com/company/rpa-supervisor/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQHu33fd6vdn2w/company-logo_100_100/0/1644862491335?e=1675900800&v=beta&t=KyQmjERoijXzxYh13fj51TTiYzB08jpJKm-REvmEJ_M,Remote,4 weeks ago,86 applicants,Full-time · Mid-Senior level
Back End Engineer,Troi,https://www.linkedin.com/company/troi-io/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4E0BAQG4JKSWOXh_Dg/company-logo_100_100/0/1656924799339?e=1675900800&v=beta&t=AJ6fz5fDMqHXhiHXhKuYExBvixNmjDy7cXoKGOjC7to,Remote,3 weeks ago,71 applicants,Full-time · Mid-Senior level
Backend Engineer,Superbet,https://www.linkedin.com/company/sc-super-bet-betting-&-gaming-srl/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/D4D0BAQE7V3s0WkfFgA/company-logo_100_100/0/1666794977959?e=1675900800&v=beta&t=ZowgXfdPC3rSEN4HzOg47VzEx61Bh-YLYaAXpLhNjoM,Hybrid,1 week ago,110 applicants,Full-time · Mid-Senior level
Backend Software Engineer,Reward Gateway,https://www.linkedin.com/company/reward-gateway/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQF-tmi5hldnLw/company-logo_100_100/0/1654562371383?e=1675900800&v=beta&t=UAV0ulG2tvT_9eh6B99sQHy0hux2Fcpiwo35YNB25CI,Hybrid,2 weeks ago,42 applicants,"£50,000/yr - £60,000/yr · Full-time · Associate"
Lead Back End Engineer (Remote),Sensor Tower,https://www.linkedin.com/company/sensor-tower/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQGigkHdAlHBJA/company-logo_100_100/0/1661279250713?e=1675900800&v=beta&t=1kDuNKAKb-8HZ-x2e4NghcqlQxd3Ol4hbgJIAcINQfA,Remote,1 week ago,43 applicants,Full-time · Mid-Senior level
Back End Developer,Pentasia,https://www.linkedin.com/company/pentasia/life/,EMEA,https://media-exp1.licdn.com/dms/image/C4E0BAQFnsxIk5RSRdA/company-logo_100_100/0/1519856476194?e=1675900800&v=beta&t=h2HCd4S6Vm5aO8w9C_aGn_R9-uIp3k0Q8Tndwx8OPU0,Remote,3 weeks ago,ERR,Full-time · Mid-Senior level
Full Stack Engineer (React),Viribus,https://www.linkedin.com/company/viribus-search-limited/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQHVjsTDWQzfOQ/company-logo_100_100/0/1519901304279?e=1675900800&v=beta&t=c7NbpqhjA3TxnZTB0X--ChV3jKSB0ODMOXpmGtoKE1U,Remote,1 week ago,129 applicants,"£70,000/yr - £95,000/yr · Full-time · Mid-Senior level"
Lead Backend Software Engineer,Staffgroup UK & Europe,https://www.linkedin.com/company/staffgroup/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQHpMrkWFRf74A/company-logo_100_100/0/1617701611440?e=1675900800&v=beta&t=vPbb9ZzfSYRrj_Vh1x2jQubYX1MZuIUKn457HdPPDys,Hybrid,2 weeks ago,30 applicants,"£80,000/yr - £95,000/yr · Full-time · Mid-Senior level"
Senior Backend Engineer,Pitchup.com,https://www.linkedin.com/company/pitchup-com/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C510BAQFT8dYAcAn31Q/company-logo_100_100/0/1519893517718?e=1675900800&v=beta&t=oITyYW10dfQzZx2QSOr35n4-iI00h7Fh-ci1qs2ZxoA,Remote,3 weeks ago,25 applicants,"£75,000/yr - £110,000/yr · Full-time · Mid-Senior level"
"Back End Developer, Javascript, Elixir and AWS",Superbright,https://www.linkedin.com/company/superbright/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQF3B0tZUR8ewQ/company-logo_100_100/0/1626712360026?e=1675900800&v=beta&t=wOqzFLnwtFcYxZbllY3kRYeRqgg7VeLhmXHMY0jp-GA,Hybrid,2 months ago,106 applicants,Full-time
Senior Backend Engineer,CyberSmart,https://www.linkedin.com/company/be-cybersmart/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQGR17xq5TbD3w/company-logo_100_100/0/1663753144972?e=1675900800&v=beta&t=4S8_vup7KSQ0LcAuKEWPq_KsugAbylupMwIhtttWEHs,Remote,1 month ago,4 applicants,Full-time · Mid-Senior level
"Senior Fullstack JavaScript Developer (NodeJS, VueJS) - £100k",Coders Connect,https://www.linkedin.com/company/coders-connect/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4E0BAQHHTDzCI8nIGA/company-logo_100_100/0/1656670439917?e=1675900800&v=beta&t=V72rxsmKkfskMTcTL39NzTf08FoOLvfV2wvxBAFvzW4,Remote,1 week ago,60 applicants,Full-time · Mid-Senior level
"Senior Backend Engineer (Python) - Payments - Europe, Remote",Plentific,https://www.linkedin.com/company/plentific-ltd/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQGJdDSPw7lK3w/company-logo_100_100/0/1655994461398?e=1675900800&v=beta&t=RiHqYxHhe6QV7nyz39IPBxs4sA5dcXrynX9ACOsAWIA,Remote,1 month ago,10 applicants,Full-time · Mid-Senior level
"Senior Backend Engineer (Python) - Europe, Remote",Plentific,https://www.linkedin.com/company/plentific-ltd/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQGJdDSPw7lK3w/company-logo_100_100/0/1655994461398?e=1675900800&v=beta&t=RiHqYxHhe6QV7nyz39IPBxs4sA5dcXrynX9ACOsAWIA,Remote,2 weeks ago,135 applicants,Full-time · Mid-Senior level
Senior Back End Engineer - Cloud,Lilli,https://www.linkedin.com/company/intelligentlilli/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQEmbGmKuWyY8Q/company-logo_100_100/0/1615299133771?e=1675900800&v=beta&t=CYn55VdEvCkrtTA1GdtX-RTufPrXK8cPKArp3U4Outc,Remote,1 month ago,6 applicants,Full-time · Mid-Senior level
"Backend Engineer – JavaScript/ Node.js Remote Option Available - Flexible Working - Up to €90,000",Blockchain 121,https://www.linkedin.com/company/blockchain-121/life/,EMEA,https://media-exp1.licdn.com/dms/image/C4D0BAQFu1p3JVNIr6g/company-logo_100_100/0/1607088793334?e=1675900800&v=beta&t=kXLAybdLLupUpdZkKm8H1TcMXWaxN38iaBnTvT2m_6s,Remote,1 week ago,ERR,Full-time · Mid-Senior level
.NET Developer,Noir,https://www.linkedin.com/company/noir-consulting/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQGw10n9c0VqfQ/company-logo_100_100/0/1667582903633?e=1675900800&v=beta&t=s7B39RiizkjlX_x0LX8xX5yjGCJa31WDhm3V0QaTt4k,Remote,1 week ago,82 applicants,"£55,000/yr - £75,000/yr · Full-time · Mid-Senior level"
Senior Software Engineer,ERR,ERR,United Kingdom,ERR,Remote,3 weeks ago,15 applicants,"£80,000/yr - £90,000/yr · Full-time · Mid-Senior level"
.NET Developer,Noir,https://www.linkedin.com/company/noir-consulting/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQGw10n9c0VqfQ/company-logo_100_100/0/1667582903633?e=1675900800&v=beta&t=s7B39RiizkjlX_x0LX8xX5yjGCJa31WDhm3V0QaTt4k,Remote,3 days ago,ERR,"£70,000/yr - £90,000/yr · Full-time · Mid-Senior level"
Back End Developer,THRESH0LD,https://www.linkedin.com/company/thresh0ldglobal/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4D0BAQFIOJt3ksPWcg/company-logo_100_100/0/1591724339046?e=1675900800&v=beta&t=CEBbDO-kv0KLoKRiI5y_58banOSbxIgKVCu_j0bY2vs,Remote,2 weeks ago,153 applicants,Full-time
Backend Engineer (Editors),Stepsize,https://www.linkedin.com/company/stepsize/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQHcVqeRsvKMeA/company-logo_100_100/0/1519910197008?e=1675900800&v=beta&t=i-aQopr1Kswc_rLTFJ522OthmFbjrty7mauxEkas6Hc,Remote,1 month ago,ERR,Full-time · Mid-Senior level
"Senior Backend Engineer (Python) - UK, Remote",Plentific,https://www.linkedin.com/company/plentific-ltd/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQGJdDSPw7lK3w/company-logo_100_100/0/1655994461398?e=1675900800&v=beta&t=RiHqYxHhe6QV7nyz39IPBxs4sA5dcXrynX9ACOsAWIA,Remote,1 month ago,13 applicants,Full-time · Mid-Senior level
Backend Developer,Epicor,https://www.linkedin.com/company/epicor/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQEEytOEph7Mcw/company-logo_100_100/0/1615223515144?e=1675900800&v=beta&t=uQ5zXa7LgIfndQ2DjnGrLuNETWKGyjz-TemfF41v_rg,Remote,2 weeks ago,97 applicants,Full-time · Entry level
Back-End Engineer,Fresha,https://www.linkedin.com/company/heyfresha/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQG6qfUqXDRNWg/company-logo_100_100/0/1666606781791?e=1675900800&v=beta&t=w49It2NyshcsyO9c81nGnNTLfj_hwNQrgtd6tbc6qmA,Remote,1 month ago,24 applicants,Full-time · Mid-Senior level
Senior Flutter Developer Role -Edutech,Opus Recruitment Solutions,https://www.linkedin.com/company/opus-recruitment-solutions/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQHM_oqVxH6cXA/company-logo_100_100/0/1519887505044?e=1675900800&v=beta&t=Atjci9x8wM8f1AQ6PIjxECEf5sSYytXeuZLevjURqVw,Remote,17 hours ago,199 applicants,Full-time · Mid-Senior level
Senior Backend Engineer (UK),DISCO,https://www.linkedin.com/company/disco-ac/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQHIXFRCYxb-8w/company-logo_100_100/0/1634133577627?e=1675900800&v=beta&t=Q_niLVX_Pzakr5MUIANuk5t9N2AkEkjvsywdhD6vWzo,Remote,1 month ago,3 applicants,Full-time · Mid-Senior level
Back End Developer,Camden A.I.,https://www.linkedin.com/company/camden-ai/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQGWCVjB2y3z-Q/company-logo_100_100/0/1556042023205?e=1675900800&v=beta&t=rJV6PyjbAo_axXLdUwxYCu0lszMHj3MfC6xMOEWru4k,Hybrid,3 weeks ago,29 applicants,Full-time
Back-End DevOps Engineer,Amicus,https://www.linkedin.com/company/amicus-recruitment/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/D4E0BAQGDtjExB2b7wA/company-logo_100_100/0/1663660111505?e=1675900800&v=beta&t=AWahZk-uwbp-E80ol_dYDQDNjsW6KNxbWlJtqVUYDwY,Remote,2 weeks ago,80 applicants,Contract · Mid-Senior level
Backend Engineer (Node - Express - Typescript),Limbic,https://www.linkedin.com/company/limbic-ai/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQEgSujxf9OGcg/company-logo_100_100/0/1548711868423?e=1675900800&v=beta&t=W0_53zN3ziekks05WGk4mt5txqhcdxrXpY17tmWrwSY,Remote,1 month ago,52 applicants,Full-time · Mid-Senior level
Senior React Developer,be:technology,https://www.linkedin.com/company/betechnologygroup/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/D4E0BAQGxa1FllL_XcA/company-logo_100_100/0/1665658036332?e=1675900800&v=beta&t=4rUk5ejH6fXjPazGSGam4Ox_EmhBdJUpOzsV2dP5dYY,Remote,2 weeks ago,81 applicants,"£60,000/yr - £80,000/yr · Full-time · Mid-Senior level"
Senior Backend Engineer (Python),Plentific,https://www.linkedin.com/company/plentific-ltd/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQGJdDSPw7lK3w/company-logo_100_100/0/1655994461398?e=1675900800&v=beta&t=RiHqYxHhe6QV7nyz39IPBxs4sA5dcXrynX9ACOsAWIA,Hybrid,1 week ago,41 applicants,Full-time · Mid-Senior level
Senior Backend Software Engineer,Yapily,https://www.linkedin.com/company/yapily/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQG0GHeVUnv_eA/company-logo_100_100/0/1666210064664?e=1675900800&v=beta&t=l7R5M50adzQxjaWUYCps7Mxt9XdC5avjU4tKNiRSViQ,ERR,2 weeks ago,86 applicants,Part-time · Mid-Senior level
Back End Engineer - Javascript,Fimatix,https://www.linkedin.com/company/fimatix/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4E0BAQFnFn1YsyoqtA/company-logo_100_100/0/1664210298775?e=1675900800&v=beta&t=tj9fpQgcCkyXq8V2qM1f34jYtkWoz0brMrFzlh-NhKE,Remote,4 weeks ago,158 applicants,Full-time · Mid-Senior level
Mid Level Backend Engineer (Python / Django),CybSafe,https://www.linkedin.com/company/cybsafe-limited/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQFfVn8Veu_o9Q/company-logo_100_100/0/1593586460851?e=1675900800&v=beta&t=yzuxUfWvDKYEqjZUm0nK_MLOGiWXrGkesDTnV0tyqwA,Remote,2 weeks ago,94 applicants,Full-time · Mid-Senior level
"Staff Software Engineer, Backend Services","Harry's, Inc.",https://www.linkedin.com/company/harrysinc/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQHWIxVhqizrJA/company-logo_100_100/0/1519896452403?e=1675900800&v=beta&t=26_zgQdqiVp7JgAhJe_5Lo3z1AO0QEaU7-03wAf83FY,Hybrid,1 week ago,8 applicants,Full-time · Mid-Senior level
Sr Backend Engineer (Anywhere in Europe),Lifebit,https://www.linkedin.com/company/lifebit-ai/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQEdjmwyKmP34g/company-logo_100_100/0/1621955519915?e=1675900800&v=beta&t=xXG7onjnZVftE1bJtadODAeLD0p2VZgg1ZcdMnTWaF4,Remote,3 months ago,26 applicants,Full-time · Mid-Senior level
"Senior Backend Engineer, Streamable",Hopin,https://www.linkedin.com/company/hopinofficial/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQEsCmn6QgY4TA/company-logo_100_100/0/1630645795848?e=1675900800&v=beta&t=cB4kGX3xb17NLLbeyvHOY_bUnJ0I7uOK7SMq_UsZ0EE,Remote,1 month ago,11 applicants,Full-time · Mid-Senior level
.NET Developer,Brewster Partners,https://www.linkedin.com/company/brewsterpartners/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4D0BAQH0FbdBujlQxw/company-logo_100_100/0/1620120968993?e=1675900800&v=beta&t=zk3DYeqClrvs1f7kB-YEHdviLPLyWe5_fVSCz-tDSvI,Remote,2 weeks ago,103 applicants,"£35,000/yr - £40,000/yr · Full-time · Associate"
Senior Backend Engineer (Editors),Stepsize,https://www.linkedin.com/company/stepsize/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQHcVqeRsvKMeA/company-logo_100_100/0/1519910197008?e=1675900800&v=beta&t=i-aQopr1Kswc_rLTFJ522OthmFbjrty7mauxEkas6Hc,Remote,1 month ago,ERR,Full-time · Mid-Senior level
Senior Backend Engineer (Python / Django),CybSafe,https://www.linkedin.com/company/cybsafe-limited/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQFfVn8Veu_o9Q/company-logo_100_100/0/1593586460851?e=1675900800&v=beta&t=yzuxUfWvDKYEqjZUm0nK_MLOGiWXrGkesDTnV0tyqwA,Remote,2 weeks ago,43 applicants,"£60,000/yr - £85,000/yr · Full-time · Mid-Senior level"
Backend Engineer,MySense.ai,https://www.linkedin.com/company/mysense/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQHxklsQ1Uefug/company-logo_100_100/0/1633692873820?e=1675900800&v=beta&t=6dshfTV-6rvQftrBVdqZHg7d6LISBvjpBc-EJaysdo8,Remote,1 week ago,160 applicants,Full-time
"Senior Backend Engineer, Streamable",Hopin,https://www.linkedin.com/company/hopinofficial/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQEsCmn6QgY4TA/company-logo_100_100/0/1630645795848?e=1675900800&v=beta&t=cB4kGX3xb17NLLbeyvHOY_bUnJ0I7uOK7SMq_UsZ0EE,Remote,2 months ago,26 applicants,Full-time · Mid-Senior level
Lead React Native Engineer,Spinks,https://www.linkedin.com/company/wearespinks/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4E0BAQHpqkAuPciJbg/company-logo_100_100/0/1663663560966?e=1675900800&v=beta&t=KNDUgJRpAMTmCrpO8qQqYff8ifM_VzQbcJ_ySWB0qnc,Remote,4 weeks ago,67 applicants,"£75,000/yr - £85,000/yr · Full-time · Mid-Senior level"
Senior Backend Software Engineer (Fully remote),Qatalog,https://www.linkedin.com/company/qatalog/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQFSPabIcDAXLg/company-logo_100_100/0/1657795152170?e=1675900800&v=beta&t=nCa8-780zzVHPW1whmsttJgzWiBh-psvyuMJq1IGPMY,Remote,1 month ago,18 applicants,Full-time · Mid-Senior level
"Senior Back End Engineer - Node, TypeScript, GraphQL",Acin,https://www.linkedin.com/company/acin-ltd/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQFmVqxcUmg80w/company-logo_100_100/0/1656678942940?e=1675900800&v=beta&t=lNuClSa_dhQ7LtoiFHOFLWBG2W7AYqUeFUR-94jyul0,Remote,3 weeks ago,7 applicants,Contract · Mid-Senior level
Senior/Principal Backend Software Engineer,SlashID,https://www.linkedin.com/company/slashid/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4D0BAQF_VSvbu54BTg/company-logo_100_100/0/1663766336619?e=1675900800&v=beta&t=RZED9ALyDk1rCSu_BHGUXMJmh4p9MjtkSFx6uT8NA3o,Remote,1 month ago,58 applicants,Full-time
Backend Software Engineer (Integrations),Yapily,https://www.linkedin.com/company/yapily/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQG0GHeVUnv_eA/company-logo_100_100/0/1666210064664?e=1675900800&v=beta&t=l7R5M50adzQxjaWUYCps7Mxt9XdC5avjU4tKNiRSViQ,ERR,1 week ago,93 applicants,Full-time · Mid-Senior level
Back End Developer,Reneum Institute,https://www.linkedin.com/company/reneum/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C560BAQHAM13hq3Ul0g/company-logo_100_100/0/1657187331281?e=1675900800&v=beta&t=XxjhGFpoVHpKOuJTdhgROiMouoKs4EB5vnBBdDkNAh4,Remote,3 weeks ago,ERR,Full-time
Senior Backend Engineer,DREST,https://www.linkedin.com/company/drest/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQGScQEFa80mJA/company-logo_100_100/0/1639395210529?e=1675900800&v=beta&t=3AaCV_wroIJCR-tQlk6QVEFvjresVeUulPr2_FHjgS8,Remote,2 weeks ago,67 applicants,Full-time · Mid-Senior level
Back End Developer,Mixmax,https://www.linkedin.com/company/mixmax-inc-/life/,EMEA,https://media-exp1.licdn.com/dms/image/C560BAQH8BWuEn8UEQw/company-logo_100_100/0/1660597676770?e=1675900800&v=beta&t=CfScaK1lG27unwDzY5xkXOHP7YBuoWTpIeBlZOXdKEs,Remote,3 weeks ago,ERR,Full-time · Mid-Senior level
Senior Software Engineer - Backend API,Orgvue,https://www.linkedin.com/company/orgvue/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/D4E0BAQGqxcen9BfGPQ/company-logo_100_100/0/1667297382515?e=1675900800&v=beta&t=V8KueX0zTq3MEbF6SoQo_StcoM7MY-PYC40nO3sCT0M,Remote,3 weeks ago,21 applicants,Full-time · Mid-Senior level
Senior Unreal Developer,Dimension Studio,https://www.linkedin.com/company/dimensionstudio/life/,"Wimbledon, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQG0z49kkIj3Aw/company-logo_100_100/0/1583943758307?e=1675900800&v=beta&t=M2MKMmSXVKMV1qsbNyAWR1HdHsk-VZuDxPV5kXcQ764,Remote,2 weeks ago,16 applicants,Full-time
Mid Level Backend Developer,Spotlas,https://www.linkedin.com/company/spotlas/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4E0BAQEbYJvAtuakFw/company-logo_100_100/0/1594640072861?e=1675900800&v=beta&t=RYyHDHmkS4Dh8hGE6XJzN38eULGQxz1j-xzsyxk1DzA,Remote,1 month ago,131 applicants,"£32,000/yr - £40,000/yr · Full-time"
Full Stack Python Developer,ERR,ERR,United Kingdom,ERR,Remote,2 weeks ago,28 applicants,"£79,000/yr - £100,000/yr · Full-time · Mid-Senior level"
Relocate to Amsterdam - Senior Back End Developer/Team Lead (Go/Node.JS),Talent,https://www.linkedin.com/company/talent-international/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C560BAQHz7mM5S0f81A/company-logo_100_100/0/1656911280022?e=1675900800&v=beta&t=2YEOxY9MclTgfPaEtwYb3qhwcxY3XIrXLYJL8cy4TGQ,Hybrid,3 weeks ago,48 applicants,Contract · Mid-Senior level
Senior Backend Engineer,ERR,ERR,United Kingdom,ERR,Remote,2 weeks ago,12 applicants,Full-time
Back End Developer - SQL,The JM Longbridge Group,https://www.linkedin.com/company/the-jm-longbridge-group/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4D0BAQEYFmwDhIWd2w/company-logo_100_100/0/1628589111356?e=1675900800&v=beta&t=kvBxmt3kwK-hBsVolWjq2yOJLWEVahjUE2wRaWWI3HU,Hybrid,4 weeks ago,81 applicants,Full-time · Mid-Senior level
BI Engineer (AdTech),Propel,https://www.linkedin.com/company/propel-together/life/,"London, England, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQEnYITFrjugqA/company-logo_100_100/0/1657287259421?e=1675900800&v=beta&t=bfFrAnK0eXAjRVfNF8PbkZ2QhadQmZ3yrkEHdjG_CHo,Hybrid,2 weeks ago,31 applicants,"£70,000/yr - £90,000/yr · Full-time · Mid-Senior level"
Senior Back End Engineer - Integrations/Data,Lilli,https://www.linkedin.com/company/intelligentlilli/life/,"London Area, United Kingdom",https://media-exp1.licdn.com/dms/image/C4E0BAQEmbGmKuWyY8Q/company-logo_100_100/0/1615299133771?e=1675900800&v=beta&t=CYn55VdEvCkrtTA1GdtX-RTufPrXK8cPKArp3U4Outc,Remote,1 month ago,5 applicants,Full-time · Mid-Senior level
Product Designer,ProFinda,https://www.linkedin.com/company/profinda-com/life/,United Kingdom,https://media-exp1.licdn.com/dms/image/C4E0BAQHVGZiLyGxMbQ/company-logo_100_100/0/1663166476186?e=1675900800&v=beta&t=TFjmn4xrwy8o2Ghn3g0x-tVelqcqiVFmq2gxBFrx4PU,Remote,6 days ago,ERR,Full-time · Mid-Senior level
